timestamp,hr
1689041406.7697117,73
1689041407.7526221,73
1689041408.7389762,73
1689041409.77021,73
1689041410.7537403,73
1689041411.738458,73
1689041412.7385225,73
1689041413.7665265,73
1689041414.7513444,73
1689041415.7403135,73
1689041416.774911,73
1689041417.767826,74
1689041418.751482,74
1689041419.7504764,75
1689041420.7401743,75
1689041421.7401958,75
1689041422.740294,75
1689041423.7675805,75
1689041424.7515786,75
1689041425.740577,75
1689041426.7678015,75
1689041427.7516277,75
1689041428.7406259,75
1689041429.7406256,76
1689041430.770783,83
1689041431.754782,83
1689041432.7407758,83
1689041433.7717786,83
1689041434.7548032,83
1689041435.7517977,82
1689041436.7409463,82
1689041437.7683153,82
1689041438.7533216,82
1689041439.741458,82
1689041440.7722485,81
1689041441.7562473,81
1689041442.7539544,80
1689041443.7419562,80
1689041444.7699509,80
1689041445.752953,80
1689041446.7559524,79
1689041447.741823,79
1689041448.7728205,79
1689041449.7558239,79
1689041450.7418077,79
1689041451.7898097,79
1689041452.7728078,77
1689041453.7568066,77
1689041454.7428017,77
1689041455.7781773,77
1689041456.77118,76
1689041457.7541742,76
1689041458.7431767,76
1689041459.7706013,76
1689041460.7536051,76
1689041461.7546017,75
1689041462.7426007,75
1689041463.7705986,75
1689041464.755416,75
1689041465.7434137,75
1689041466.7742574,74
1689041467.7582517,74
1689041468.754869,73
1689041469.7438672,73
1689041470.7748713,71
1689041471.7578633,71
1689041472.7438624,71
1689041473.7438645,70
1689041474.7439091,69
1689041475.7439122,68
1689041476.7749107,68
1689041477.7589147,68
1689041478.7449074,68
1689041479.7749069,68
1689041480.7589045,68
1689041481.7479026,68
1689041482.744814,68
1689041483.7448123,67
1689041484.775811,67
1689041485.7728043,67
1689041486.7763078,67
1689041487.7593052,68
1689041488.7453005,68
1689041489.7461371,68
1689041490.773117,68
1689041491.7567165,68
1689041492.7461722,68
1689041493.7790556,68
1689041494.7600548,69
1689041495.7460573,69
1689041496.7455661,70
1689041497.7518513,70
1689041498.7478497,70
1689041499.7734423,70
1689041500.757461,70
1689041501.7574599,71
1689041502.746458,71
1689041503.7574599,72
1689041504.746454,72
1689041505.775043,72
1689041506.7580411,72
1689041507.7470403,72
1689041508.7470405,72
1689041509.7820363,73
1689041510.7640393,72
1689041511.7580373,72
1689041512.7470355,72
1689041513.7750332,72
1689041514.7591064,72
1689041515.7477894,72
1689041516.775705,72
1689041517.758704,72
1689041518.7476997,72
1689041519.775701,72
1689041520.7586985,72
1689041521.7591846,71
1689041522.7481842,71
1689041523.7753434,71
1689041524.7593377,71
1689041525.7472024,71
1689041526.775201,71
1689041527.7732027,71
1689041528.748201,71
1689041529.7731957,71
1689041530.7591944,71
1689041531.7481966,71
1689041532.7761905,71
1689041533.7591925,71
1689041534.7491956,71
1689041535.7841854,72
1689041536.7761898,74
1689041537.7607114,74
1689041538.7487059,74
1689041539.776704,74
1689041540.7607021,74
1689041541.752701,74
1689041542.7497032,74
1689041543.7777014,74
1689041544.7746994,74
1689041545.7606974,74
1689041546.7496862,74
1689041547.7776845,74
1689041548.7608836,74
1689041549.750115,74
1689041550.7781084,74
1689041551.7761111,74
1689041552.7621105,74
1689041553.7511036,74
1689041554.7791061,74
1689041555.7631006,74
1689041556.7616463,75
1689041557.761646,76
1689041558.7646444,78
1689041559.7506454,78
1689041560.7817001,78
1689041561.7646391,78
1689041562.7506404,78
1689041563.7816386,78
1689041564.7646372,78
1689041565.7516325,78
1689041566.7816339,78
1689041567.765632,78
1689041568.7636297,77
1689041569.751626,77
1689041570.751627,76
1689041571.7513943,72
1689041572.7513967,70
1689041573.7873917,68
1689041574.7513995,67
1689041575.7792006,67
1689041576.7631958,67
1689041577.7521973,66
1689041578.7791922,65
1689041579.763194,65
1689041580.7631924,64
1689041581.7521865,64
1689041582.7804048,64
1689041583.7774026,64
1689041584.7634015,64
1689041585.7523952,64
1689041586.7803934,64
1689041587.7645931,64
1689041588.752595,64
1689041589.7805932,64
1689041590.7645879,64
1689041591.7535903,64
1689041592.7835834,64
1689041593.7675824,64
1689041594.7535818,64
1689041595.788049,64
1689041596.7760422,67
1689041597.7625468,67
1689041598.7819505,68
1689041599.7786217,68
1689041600.7540195,68
1689041601.7814848,70
1689041602.7799067,70
1689041603.7625165,70
1689041604.7541194,70
1689041605.7822204,70
1689041606.7795193,70
1689041607.7658298,70
1689041608.7627847,70
1689041609.754783,70
1689041610.7547863,71
1689041611.7547786,72
1689041612.7541857,72
1689041613.7909956,71
1689041614.7829893,70
1689041615.7661033,70
1689041616.755559,70
1689041617.7834766,70
1689041618.7883039,70
1689041619.7692983,68
1689041620.7803006,67
1689041621.7662945,67
1689041622.7556078,67
1689041623.7838204,67
1689041624.7664118,67
1689041625.7644277,67
1689041626.7644405,67
1689041627.7882626,66
1689041628.7705684,67
1689041629.7679157,67
1689041630.7659183,67
1689041631.7569165,67
1689041632.756716,67
1689041633.7566833,67
1689041634.7561083,67
1689041635.7875602,68
1689041636.770663,68
1689041637.75651,68
1689041638.792501,68
1689041639.7576823,67
1689041640.787254,67
1689041641.771415,67
1689041642.7794094,67
1689041643.7681334,67
1689041644.7574148,67
1689041645.757418,67
1689041646.7854123,67
1689041647.768238,67
1689041648.7665644,69
1689041649.7683356,70
1689041650.7577133,70
1689041651.7857738,70
1689041652.7693226,70
1689041653.7857866,71
1689041654.792785,72
1689041655.7587893,74
1689041656.7870586,78
1689041657.7700427,78
1689041658.7583544,78
1689041659.786033,78
1689041660.7693188,78
1689041661.7583215,78
1689041662.785985,78
1689041663.7708216,78
1689041664.7594793,78
1689041665.7864778,78
1689041666.7700653,78
1689041667.759128,78
1689041668.7871244,78
1689041669.7701235,78
1689041670.7591174,78
1689041671.7591195,79
1689041672.7595315,78
1689041673.7953808,78
1689041674.7873793,77
1689041675.7718234,77
1689041676.7590222,77
1689041677.7870197,77
